City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
488,Awjilah,LY,29.1081,21.2869,286.31,44,4,4.41,clear sky
489,Usvyaty,RU,55.7456,30.7533,265.98,92,100,5.5,light snow
490,Fukuechō,JP,32.6881,128.8419,283.35,81,0,1.54,clear sky
491,Kodinsk,RU,58.6881,99.1844,237.71,99,90,1.79,overcast clouds
492,Bria,CF,6.5423,21.9863,292.72,30,76,2.0,broken clouds
493,Kashgar,CN,39.4547,75.9797,269.71,50,40,2.0,scattered clouds
494,Sawtell,AU,-30.3833,153.1,299.36,53,40,6.69,scattered clouds
495,Husavik,IS,66.0449,-17.3389,273.08,97,100,6.08,snow
496,Nassau,US,40.7507,-73.5829,278.97,64,100,1.54,overcast clouds
497,Novaya Malykla,RU,54.2,49.95,241.21,99,41,1.43,scattered clouds
498,Ālampur,IN,15.8833,78.15,290.25,67,0,1.29,clear sky
499,Krasnosel'kup,RU,65.7,82.4667,231.29,99,58,2.71,broken clouds
500,Novopavlovka,RU,51.2172,109.2091,260.77,96,100,0.76,light snow
501,Necochea,AR,-38.5473,-58.7368,292.86,77,3,7.18,clear sky
502,Korla,CN,41.7597,86.1469,269.98,38,16,3.05,few clouds
503,Manakara,MG,-22.1333,48.0167,296.09,92,100,4.27,light rain
504,Orlik,RU,52.5178,99.825,259.38,97,100,1.15,light snow
505,Gushikawa,JP,26.3544,127.8686,292.92,70,100,4.12,overcast clouds
506,Matinhos,BR,-25.8175,-48.5428,296.28,86,100,2.55,overcast clouds
507,La Ronge,CA,55.1001,-105.2842,263.29,92,100,0.0,light snow
508,Berlevåg,NO,70.8578,29.0864,268.15,79,100,3.6,overcast clouds
509,Port Blair,IN,11.6667,92.75,296.17,94,20,0.0,mist
510,Nichinan,JP,31.6,131.3667,279.97,59,0,0.55,clear sky
511,Umluj,SA,25.0213,37.2685,290.97,46,0,6.56,clear sky
512,Flinders,AU,-34.5833,150.8552,298.81,67,43,4.02,scattered clouds
513,Ambilobe,MG,-13.2,49.05,295.9,95,99,1.2,overcast clouds
514,Privolzhye,RU,52.8649,48.6044,242.81,99,18,0.21,few clouds
515,Neftçala,AZ,39.3742,49.2472,275.96,90,100,10.55,light rain
516,Laguna,US,38.421,-121.4238,284.42,82,40,5.66,scattered clouds
517,Nouadhibou,MR,20.931,-17.0347,292.14,63,0,6.17,clear sky
518,Manbij,SY,36.5281,37.9549,276.48,55,0,1.11,clear sky
519,Beloha,MG,-25.1667,45.05,295.69,89,1,0.3,clear sky
520,Shimoda,JP,34.6667,138.95,282.35,82,100,3.56,overcast clouds
521,Terra Santa,BR,-2.1042,-56.4869,296.76,95,100,0.84,light rain
522,Vilhena,BR,-12.7406,-60.1458,293.69,97,100,1.42,overcast clouds
523,Sitka,US,57.0531,-135.33,279.09,61,100,1.54,overcast clouds
524,Il’inskiy,RU,55.619,38.1182,261.36,61,0,5.0,clear sky
525,Jumla,NP,29.2747,82.1838,275.98,25,0,2.3,clear sky
526,Jhang,PK,33.6748,72.6963,285.71,52,100,2.23,overcast clouds
527,Gorontalo,ID,0.5412,123.0595,301.12,78,100,0.7,overcast clouds
528,Warwick,US,41.7001,-71.4162,276.43,67,75,4.12,broken clouds
529,Māngrol,IN,21.1167,70.1167,293.0,52,0,3.84,clear sky
530,Ucluelet,CA,48.9329,-125.5528,282.32,85,100,4.04,overcast clouds
531,Vila Velha,BR,-20.3297,-40.2925,299.12,91,40,6.17,scattered clouds
532,Rabo de Peixe,PT,37.8,-25.5833,283.88,82,20,2.57,few clouds
533,Karratha,AU,-20.7377,116.8463,306.03,32,0,4.17,clear sky
534,Magalia,US,39.8121,-121.5783,279.9,95,100,3.75,light rain
535,Río Gallegos,AR,-51.6226,-69.2181,287.18,54,75,7.2,broken clouds
536,Manado,ID,1.487,124.8455,300.58,89,40,0.51,scattered clouds
537,Sola,VU,-13.8833,167.55,302.52,84,100,4.12,overcast clouds
538,Eenhana,NA,-17.4667,16.3333,296.19,56,100,4.14,overcast clouds
539,Mambajao,PH,9.2504,124.7156,297.5,94,100,5.8,light rain
540,Rāmānuj Ganj,IN,23.8,83.7,280.93,38,0,1.59,clear sky
541,Camargo,MX,27.6667,-105.1667,291.86,21,2,2.07,clear sky
542,Rājula,IN,21.05,71.4333,291.8,57,0,4.04,clear sky
543,Umm Kaddadah,SD,13.6017,26.6876,287.3,32,35,6.35,scattered clouds
544,Zeya,RU,53.75,127.2667,253.15,94,100,0.75,overcast clouds
545,Celestún,MX,20.8667,-90.4,296.48,75,0,6.41,clear sky
546,Auki,SB,-8.7676,160.7034,302.22,68,93,3.94,overcast clouds
547,Ojinaga,MX,29.5667,-104.4167,295.69,21,100,1.57,overcast clouds
548,Soyo,AO,-6.1349,12.3689,298.39,89,97,3.05,overcast clouds
549,Kapuskasing,CA,49.4169,-82.4331,259.2,78,100,2.57,overcast clouds
550,Alekseyevka,RU,50.6309,38.6903,259.06,70,53,7.15,broken clouds
551,Brasília,BR,-15.7797,-47.9297,294.66,73,75,2.06,broken clouds
552,Itarema,BR,-2.9248,-39.9167,299.47,70,59,5.38,broken clouds
553,Johnshaven,GB,56.7949,-2.3358,280.37,67,6,10.16,clear sky
554,Bereda,ES,43.2686,-7.5406,285.6,100,100,2.22,light rain
555,Yumen,CN,40.2833,97.2,268.88,39,100,4.18,overcast clouds
556,Doka,SD,13.5167,35.7667,294.3,50,5,4.48,clear sky
557,Rio Claro,BR,-22.4114,-47.5614,292.84,97,100,1.92,overcast clouds
558,Pimenteiras,BR,-6.2453,-41.4192,296.92,61,41,1.61,scattered clouds
559,Estelle,US,29.8458,-90.1067,292.15,82,40,3.6,scattered clouds
560,Montes Altos,BR,-5.8333,-47.0667,295.72,95,100,1.31,overcast clouds
561,Grand Gaube,MU,-20.0064,57.6608,297.37,80,13,1.34,moderate rain
562,Mangan,IN,27.5167,88.5333,284.64,31,0,3.13,clear sky
563,Kulachi,PK,31.9286,70.4592,288.98,41,100,1.53,light rain
564,Keflavik,IS,64.0049,-22.5624,275.39,80,75,4.12,broken clouds
565,Pulaski,US,34.7668,-92.3001,286.62,84,75,2.06,broken clouds
566,Boa Vista,BR,2.8197,-60.6733,301.14,74,75,1.54,thunderstorm
567,Shirokiy,RU,49.758,129.523,258.47,94,100,2.6,overcast clouds
568,Winnemucca,US,40.973,-117.7357,278.18,65,100,3.09,overcast clouds
569,San Cristobal,VE,7.7669,-72.225,293.25,97,98,0.54,overcast clouds
570,Matara,LK,5.9485,80.5353,294.76,90,4,2.53,clear sky
571,Xinxiang,CN,35.3089,113.8672,276.07,62,1,0.65,clear sky
572,Juegang,CN,32.3174,121.1855,282.54,75,0,3.45,clear sky
573,Vestmanna,FO,62.1564,-7.1664,276.66,87,100,2.06,light rain
574,Salta,AR,-24.7859,-65.4117,299.48,58,20,3.6,few clouds
575,Catherinas Lust,GY,6.4,-57.6,297.33,89,25,4.72,scattered clouds
576,Visby,SE,57.6409,18.296,277.62,93,100,5.66,overcast clouds
577,Yudong,CN,29.385,106.5194,283.98,91,80,0.55,broken clouds
578,Bakchar,RU,57.0186,82.0711,234.5,99,44,1.75,scattered clouds
579,Bambanglipuro,ID,-7.95,110.2833,299.12,80,100,0.62,overcast clouds
580,Mount Isa,AU,-20.7333,139.5,299.02,89,40,2.57,scattered clouds
581,Dovers,VC,12.8833,-61.1833,298.89,76,2,6.37,light rain
582,Isangel,VU,-19.55,169.2667,301.0,64,38,3.74,scattered clouds
583,Arona,ES,28.0996,-16.681,289.72,80,20,6.17,few clouds
584,Afyonkarahisar,TR,38.75,30.6667,277.57,86,100,2.7,overcast clouds
585,Baruun-Urt,MN,46.6806,113.2792,260.08,90,96,2.43,overcast clouds
586,Muravlenko,RU,63.7898,74.523,233.52,96,6,3.0,clear sky
587,Batticaloa,LK,7.7102,81.6924,296.61,77,100,2.61,overcast clouds
588,Batagay-Alyta,RU,67.8006,130.4114,232.11,97,89,0.78,overcast clouds
589,Lumphat,KH,13.4878,106.9816,295.37,84,100,1.4,overcast clouds
590,Laas,IT,46.6166,10.7002,273.64,54,45,2.18,scattered clouds
591,Cascais,PT,38.6979,-9.4215,288.43,92,100,2.24,overcast clouds
592,Camopi,GF,3.1655,-52.3158,295.21,99,100,1.07,overcast clouds
593,Waddān,LY,29.1614,16.139,284.1,76,0,3.17,clear sky
594,Gamba,GA,-2.65,10.0,298.12,85,46,2.0,scattered clouds
595,Kutoarjo,ID,-7.7169,109.9128,299.69,79,100,0.24,overcast clouds
596,Bandarbeyla,SO,9.4942,50.8122,297.22,75,6,5.18,clear sky
597,Ponta Delgada,PT,37.7333,-25.6667,284.55,82,20,2.57,few clouds
598,Port Washington,US,40.8257,-73.6982,278.63,63,100,4.12,overcast clouds
599,Lagan,RU,45.3929,47.3707,260.04,85,39,8.6,scattered clouds
600,Dongsheng,CN,39.8161,109.9776,269.96,65,7,4.05,clear sky
601,Mufulira,ZM,-12.5498,28.2407,288.67,98,93,0.8,overcast clouds
602,Srednekolymsk,RU,67.45,153.6833,236.73,96,100,0.57,overcast clouds
603,Egvekinot,RU,66.3167,-179.1667,250.29,86,9,6.17,clear sky
604,Vila Nova de Milfontes,PT,37.7238,-8.7828,288.85,87,100,1.27,overcast clouds
605,Buedu,SL,8.2803,-10.3719,291.67,37,0,0.39,clear sky
606,Masuguru,TZ,-11.3667,38.4167,294.96,97,93,0.66,overcast clouds
607,Bama,NG,11.5221,13.6856,290.2,54,62,2.88,broken clouds
608,Upata,VE,8.0086,-62.3989,298.81,87,81,1.99,broken clouds
609,Santa Cruz del Norte,CU,23.1539,-81.9236,295.2,73,0,4.47,clear sky
610,Ust'-Omchug,RU,61.15,149.6333,232.11,98,57,0.96,broken clouds
611,The Valley,AI,18.217,-63.0578,298.76,74,0,5.16,clear sky
612,Fayaoué,NC,-20.65,166.5333,298.93,65,100,3.1,overcast clouds
613,Prince Albert,CA,53.2001,-105.7677,264.12,86,100,1.03,overcast clouds
614,Ndélé,CF,8.4109,20.6473,293.71,24,54,2.94,broken clouds
615,Rincon,US,32.296,-81.2354,285.85,50,0,1.54,clear sky
616,Jishou,CN,28.3167,109.7167,282.66,61,5,0.4,clear sky
617,Eten,PE,-6.9081,-79.8642,295.29,73,40,8.75,scattered clouds
618,Severnyy,RU,50.677,36.5532,258.17,66,0,7.0,clear sky
619,Mujiayingzi,CN,42.1167,118.7833,271.07,50,85,3.04,overcast clouds
620,Zwedru,LR,6.0667,-8.1281,294.18,98,4,1.35,clear sky
621,Sorrento,IT,40.626,14.3744,286.63,70,0,1.03,clear sky
622,Altamira,BR,-3.2033,-52.2064,295.54,97,100,0.69,overcast clouds
623,Yokadouma,CM,3.5167,15.05,291.86,35,20,1.14,few clouds
624,Nicoya,CR,10.1483,-85.452,297.25,78,61,3.31,broken clouds
625,Mezen',RU,65.8522,44.24,258.26,93,100,4.77,overcast clouds
626,Ulladulla,AU,-35.35,150.4667,294.89,67,48,3.27,scattered clouds
627,Catalina,US,32.5056,-110.9211,295.17,23,11,1.54,few clouds
628,Biga,TR,40.2281,27.2422,284.85,77,100,6.39,overcast clouds
629,Buraidah,SA,26.326,43.975,280.4,61,10,2.83,clear sky
630,Bredy,RU,52.4153,60.3411,251.39,88,59,3.69,broken clouds
631,Kandrian,PG,-6.2167,149.55,303.38,63,100,2.53,overcast clouds
632,Madang,PG,-5.2246,145.7966,302.54,69,91,1.02,overcast clouds
633,Ürümqi,CN,43.801,87.6005,265.68,93,75,1.0,mist
634,Hīt,IQ,33.6416,42.8251,280.13,55,0,4.5,clear sky
635,Moose Factory,CA,51.2585,-80.6094,253.15,84,100,0.0,overcast clouds
636,Dingzhou,CN,38.5131,114.9956,270.21,45,100,1.15,overcast clouds
637,Labuhan,ID,-6.8844,112.2051,299.83,80,92,3.95,light rain
638,Arapiraca,BR,-9.7525,-36.6611,296.09,87,19,5.16,few clouds
639,Campos Altos,BR,-19.6961,-46.1714,290.91,94,25,0.82,scattered clouds
640,Taseyevo,RU,57.2169,94.8978,248.14,93,100,1.9,overcast clouds
641,Hambantota,LK,6.1241,81.1185,292.34,100,20,2.06,few clouds
642,Samarai,PG,-10.6167,150.6667,300.92,76,100,1.33,light rain
643,Gazojak,TM,41.1875,61.4036,262.1,72,31,4.62,scattered clouds
644,Porbandar,IN,21.6422,69.6093,293.5,52,0,3.62,clear sky
645,Pinawa,CA,50.1489,-95.8811,270.04,93,100,2.68,overcast clouds
646,Fountain Hills,US,33.6117,-111.7174,292.74,33,0,0.45,clear sky
647,West Bay,KY,19.3667,-81.4167,299.19,76,20,4.12,few clouds
648,Ridgecrest,US,35.6225,-117.6709,283.07,62,40,9.26,scattered clouds
649,Yichang,CN,30.7144,111.2847,281.15,56,0,0.22,clear sky
650,Tambura,SS,5.6,27.4667,293.19,32,19,1.89,few clouds
651,Forsytheganj,BY,52.6333,29.7333,266.72,93,100,6.3,light snow
652,Araouane,ML,18.9048,-3.5265,289.83,15,61,5.0,broken clouds
653,Toora-Khem,RU,52.4675,96.11,256.27,98,100,1.54,light snow
654,Pimentel,PE,-6.8367,-79.9342,295.31,73,40,8.75,scattered clouds
655,Puerto Varas,CL,-41.3195,-72.9854,286.27,62,40,4.12,scattered clouds
656,Ribeira Brava,PT,32.65,-17.0667,291.5,81,1,1.83,clear sky
657,Ipixuna,BR,-1.7625,-48.8043,296.09,95,100,1.22,overcast clouds
658,Kautokeino,NO,69.0125,23.0412,264.1,94,100,6.73,overcast clouds
659,Wagar,SD,16.1525,36.2032,292.22,69,0,4.62,clear sky
660,A Coruña,ES,43.3713,-8.396,285.31,88,75,5.14,broken clouds
661,Novobirilyussy,RU,56.9514,90.6661,246.97,91,100,3.94,overcast clouds
662,Coruripe,BR,-10.1256,-36.1756,298.56,84,10,5.37,clear sky
663,Panabá,MX,21.2833,-88.2667,293.73,88,0,3.29,clear sky
664,Lancaster,US,40.2504,-76.2499,276.92,77,40,0.0,scattered clouds
665,Fiumicino,IT,41.7675,12.2291,283.01,60,6,3.64,clear sky
666,Keti Bandar,PK,24.1447,67.4497,294.11,85,0,3.65,clear sky
667,Nelson Bay,AU,-32.7167,152.15,298.18,70,81,3.58,broken clouds
668,Wajid,SO,3.8093,43.2471,295.79,77,10,5.91,clear sky
669,Mata,PT,40.683,-7.4592,284.78,91,100,3.59,overcast clouds
670,Beringovskiy,RU,63.05,179.3167,252.07,92,23,5.18,few clouds
671,Lugazi,UG,0.3772,32.9197,290.6,94,100,0.75,light rain
672,Province of Mantua,IT,45.1667,10.7833,279.73,78,6,1.34,clear sky
673,Merritt Island,US,28.5392,-80.672,291.51,77,0,2.06,clear sky
674,Myślibórz,PL,52.9238,14.8679,278.97,84,93,5.98,overcast clouds
675,Rome,US,43.2128,-75.4557,272.57,80,23,0.89,few clouds
676,Zonguldak,TR,41.25,31.8333,279.15,64,100,2.99,overcast clouds
677,Beipiao,CN,41.7919,120.7792,270.0,52,23,2.24,few clouds
678,Nässjö,SE,57.6531,14.6968,275.66,85,100,5.55,overcast clouds
679,Kourou,GF,5.1552,-52.6478,296.18,92,100,3.27,overcast clouds
680,Kanuma,JP,36.55,139.7333,278.08,37,0,0.49,clear sky
681,Loa Janan,ID,-0.583,117.095,296.34,97,100,0.76,overcast clouds
682,Los Llanos de Aridane,ES,28.6585,-17.9182,289.01,89,100,5.66,overcast clouds
683,Sabang,ID,5.8933,95.3214,298.9,70,96,0.66,overcast clouds
684,Sechura,PE,-5.5569,-80.8222,294.62,76,93,4.1,overcast clouds
685,Praxédis Guerrero,MX,31.3667,-106.0167,291.85,24,100,1.99,overcast clouds
686,Powell River,CA,49.8496,-124.5361,281.15,100,75,2.06,broken clouds
687,Te Anau,NZ,-45.4167,167.7167,286.32,81,100,2.72,overcast clouds
688,Yaan,NG,7.3833,8.5667,296.92,21,11,2.57,few clouds
689,Lar,IN,26.2039,83.9717,279.54,53,0,1.99,clear sky
690,Matucana,PE,-11.85,-76.4,287.52,90,100,1.03,overcast clouds
691,Itaueira,BR,-7.6033,-43.0256,297.63,68,47,1.2,scattered clouds
692,Agadez,NE,19.75,10.25,284.93,27,7,4.38,clear sky
693,Bartica,GY,6.4,-58.6167,298.33,99,37,1.15,scattered clouds
694,Togul,RU,53.465,85.9128,248.11,97,100,4.03,overcast clouds
695,Ayorou,NE,14.7308,0.9174,291.98,19,64,5.22,broken clouds
696,Ouidah,BJ,6.3631,2.0851,300.07,81,0,2.43,clear sky
697,Saquena,PE,-4.6667,-73.5167,295.97,97,72,0.87,broken clouds
698,Göksun,TR,38.021,36.4973,272.54,49,1,1.27,clear sky
699,Waslala,NI,13.2333,-85.3833,293.9,87,7,0.87,clear sky
700,Zhaotong,CN,27.3167,103.7167,278.09,64,0,2.2,clear sky
701,Berëzovka,BY,53.7214,25.4993,271.46,93,100,3.64,overcast clouds
702,Mnogovershinnyy,RU,53.9353,139.9242,254.39,94,100,1.52,overcast clouds
703,Horconcitos,PA,8.4682,-81.8007,291.42,94,94,2.21,overcast clouds
704,Scalea,IT,39.813,15.7956,284.04,64,29,4.66,scattered clouds
705,Bako,ET,5.7833,36.5667,293.43,48,77,1.04,broken clouds
706,Wuchang,CN,44.9143,127.15,268.75,72,100,6.62,overcast clouds
707,Gatton,AU,-27.55,152.2833,299.67,34,80,2.59,broken clouds
708,Anadyr,RU,64.75,177.4833,250.43,77,0,3.0,clear sky
709,Gornopravdinsk,RU,60.05,69.9,253.32,99,100,0.76,overcast clouds
710,Timóteo,BR,-19.5825,-42.6444,295.63,99,100,1.63,overcast clouds
711,Puerto Suárez,BO,-18.95,-57.8,297.91,76,10,1.45,clear sky
712,Kruisfontein,ZA,-34.0033,24.7314,293.09,90,23,1.74,few clouds
713,Padang,ID,-0.9492,100.3543,297.18,85,100,1.03,light rain
714,Christchurch,NZ,-43.5333,172.6333,294.53,52,75,4.63,broken clouds
715,Labuan,MY,5.2767,115.2417,299.35,94,20,0.0,light rain
716,Contamana,PE,-7.3333,-75.0167,299.67,66,84,1.34,broken clouds
717,Jiangyou,CN,31.7667,104.7167,282.62,64,97,0.8,overcast clouds
718,North Bend,US,43.4065,-124.2243,283.24,93,100,8.75,overcast clouds
719,Waipawa,NZ,-41.4122,175.5153,287.43,98,100,7.64,light rain
720,Vigía del Fuerte,CO,6.5789,-76.8863,296.22,96,100,0.27,overcast clouds
721,Norsup,VU,-16.0667,167.3833,301.58,63,75,3.66,broken clouds
722,Nārsingi,IN,18.0333,78.4333,288.03,33,3,0.91,clear sky
723,Sept-Îles,CA,50.2001,-66.3821,261.15,62,75,4.12,broken clouds
724,Oodweyne,SO,9.4092,45.064,291.61,57,0,0.48,clear sky
725,Fare,PF,-16.7,-151.0167,299.46,75,100,3.55,light rain
726,Sovetskiy,RU,61.3614,63.5842,257.82,75,100,4.37,overcast clouds
727,Palmer,US,42.1584,-72.3287,274.4,81,75,0.0,broken clouds
728,Arrecife,ES,28.963,-13.5477,291.14,77,20,3.09,few clouds
729,Mercedes,AR,-34.6515,-59.4307,299.84,62,64,6.99,broken clouds
730,Nouakchott,MR,18.0858,-15.9785,295.11,27,26,4.7,scattered clouds
731,Pontes e Lacerda,BR,-15.2261,-59.3353,296.26,89,100,1.08,overcast clouds
732,Tura,IN,25.5198,90.2201,285.65,59,0,1.32,clear sky
733,Praia da Vitória,PT,38.7333,-27.0667,285.24,93,0,2.92,clear sky
734,Birin,NP,26.8865,88.0718,278.92,54,0,2.23,clear sky
